,protoform,DoT
82,"Among all trans_medium records, most are infexp1_medium and BN_medium",0.0
83,"Among all trans_medium records, most are infexp1_medium and BN_high",0.0
84,"Among all trans_high records, most are infexp1_medium and BN_low",0.0
85,"Among all trans_high records, most are infexp1_medium and BN_medium",0.0
86,"Among all trans_high records, most are infexp1_medium and BN_high",0.0
87,"Among all trans_low records, most are infexp1_high and BN_low",0.0
88,"Among all trans_low records, most are infexp1_high and BN_medium",0.0
89,"Among all trans_low records, most are infexp1_high and BN_high",0.0
90,"Among all trans_medium records, most are infexp1_high and BN_low",0.0
91,"Among all trans_medium records, most are infexp1_high and BN_medium",0.0
92,"Among all trans_medium records, most are infexp1_high and BN_high",0.0
93,"Among all trans_high records, most are infexp1_high and BN_low",0.0
94,"Among all trans_high records, most are infexp1_high and BN_medium",0.0
95,"Among all trans_high records, most are infexp1_high and BN_high",0.0
96,,0.0
97,,0.0
98,,0.0
99,,0.0
100,,0.0
101,,0.0
102,,0.0
103,,0.0
104,,0.0
105,,0.0
106,,0.0
107,,0.0
108,,0.0
109,,0.0
110,,0.0
111,,0.0
112,,0.0
113,,0.0
114,,0.0
115,,0.0
116,,0.0
117,,0.0
118,,0.0
119,,0.0
0,"Among all records, minority are infexp1_low",0.733989548334355
1,"Among all records, minority are trans_low",0.5162473794549266
2,"Among all records, minority are BN_low",0.585053794724141
3,"Among all records, minority are BN_low and infexp1_low",1.0
4,"Among all records, minority are trans_low and infexp1_low",1.0
5,"Among all records, minority are infexp1_medium",1.0
6,"Among all records, minority are trans_medium",1.0
7,"Among all records, minority are BN_medium",1.0
8,"Among all records, minority are BN_medium and infexp1_medium",1.0
9,"Among all records, minority are trans_medium and infexp1_medium",1.0
10,"Among all records, minority are infexp1_high",0.0
11,"Among all records, minority are trans_high",0.6865828092243187
12,"Among all records, minority are BN_high",0.6624848513268866
13,"Among all records, minority are BN_high and infexp1_high",1.0
14,"Among all records, minority are trans_high and infexp1_high",1.0
15,"Among all trans_low records, minority are infexp1_low",0.454804011827242
16,"Among all trans_low records, minority are infexp1_medium",1.0
17,"Among all trans_low records, minority are infexp1_high",0.20598472586796174
18,"Among all trans_low records, minority are BN_low",0.5282778306591038
19,"Among all trans_low records, minority are BN_medium",1.0
20,"Among all trans_low records, minority are BN_high",0.6280012055326669
21,"Among all trans_medium records, minority are infexp1_low",0.7660788109800162
22,"Among all trans_medium records, minority are infexp1_medium",1.0
23,"Among all trans_medium records, minority are infexp1_high",0.0
24,"Among all trans_medium records, minority are BN_low",0.4293770845932665
25,"Among all trans_medium records, minority are BN_medium",1.0
26,"Among all trans_medium records, minority are BN_high",0.7908148729441737
27,"Among all trans_high records, minority are infexp1_low",0.8884322714923925
28,"Among all trans_high records, minority are infexp1_medium",1.0
29,"Among all trans_high records, minority are infexp1_high",0.0
30,"Among all trans_high records, minority are BN_low",0.6500130548970695
31,"Among all trans_high records, minority are BN_medium",1.0
32,"Among all trans_high records, minority are BN_high",0.6518482000264889
33,"Among all infexp1_low records, minority are trans_low",0.20263936023742546
34,"Among all infexp1_low records, minority are trans_medium",1.0
35,"Among all infexp1_low records, minority are trans_high",0.8451713888676851
36,"Among all infexp1_low records, minority are BN_low",0.3691666021006995
37,"Among all infexp1_low records, minority are BN_medium",1.0
38,"Among all infexp1_low records, minority are BN_high",0.6682290342202033
39,"Among all infexp1_medium records, minority are trans_low",0.08693483868810109
40,"Among all infexp1_medium records, minority are trans_medium",1.0
41,"Among all infexp1_medium records, minority are trans_high",0.8872166433606332
42,"Among all infexp1_medium records, minority are BN_low",0.7690518522478267
43,"Among all infexp1_medium records, minority are BN_medium",0.6340696213679425
44,"Among all infexp1_medium records, minority are BN_high",0.21899153105004815
45,"Among all infexp1_high records, minority are trans_low",0.8051701316013928
46,"Among all infexp1_high records, minority are trans_medium",1.0
47,"Among all infexp1_high records, minority are trans_high",0.5412620403876589
48,"Among all infexp1_high records, minority are BN_low",0.5906785348783052
49,"Among all infexp1_high records, minority are BN_medium",1.0
50,"Among all infexp1_high records, minority are BN_high",0.662328391342897
51,"Among all BN_low records, minority are trans_low",0.4574313838997063
52,"Among all BN_low records, minority are trans_medium",1.0
53,"Among all BN_low records, minority are trans_high",0.7480979780437418
54,"Among all BN_low records, minority are infexp1_low",0.5348930737162444
55,"Among all BN_low records, minority are infexp1_medium",1.0
56,"Among all BN_low records, minority are infexp1_high",0.0
57,"Among all BN_medium records, minority are trans_low",0.6364283368740606
58,"Among all BN_medium records, minority are trans_medium",1.0
59,"Among all BN_medium records, minority are trans_high",0.5996359781415441
60,"Among all BN_medium records, minority are infexp1_low",0.8280309624392825
61,"Among all BN_medium records, minority are infexp1_medium",1.0
62,"Among all BN_medium records, minority are infexp1_high",0.0
63,"Among all BN_high records, minority are trans_low",0.47901937469010697
64,"Among all BN_high records, minority are trans_medium",1.0
65,"Among all BN_high records, minority are trans_high",0.6760856515087177
66,"Among all BN_high records, minority are infexp1_low",0.7395102032433507
67,"Among all BN_high records, minority are infexp1_medium",1.0
68,"Among all BN_high records, minority are infexp1_high",0.0
69,"Among all trans_low records, minority are infexp1_low and BN_low",1.0
70,"Among all trans_low records, minority are infexp1_low and BN_medium",1.0
71,"Among all trans_low records, minority are infexp1_low and BN_high",1.0
72,"Among all trans_medium records, minority are infexp1_low and BN_low",1.0
73,"Among all trans_medium records, minority are infexp1_low and BN_medium",1.0
74,"Among all trans_medium records, minority are infexp1_low and BN_high",1.0
75,"Among all trans_high records, minority are infexp1_low and BN_low",1.0
76,"Among all trans_high records, minority are infexp1_low and BN_medium",1.0
77,"Among all trans_high records, minority are infexp1_low and BN_high",1.0
78,"Among all trans_low records, minority are infexp1_medium and BN_low",1.0
79,"Among all trans_low records, minority are infexp1_medium and BN_medium",1.0
80,"Among all trans_low records, minority are infexp1_medium and BN_high",1.0
81,"Among all trans_medium records, minority are infexp1_medium and BN_low",1.0
82,"Among all trans_medium records, minority are infexp1_medium and BN_medium",1.0
83,"Among all trans_medium records, minority are infexp1_medium and BN_high",1.0
84,"Among all trans_high records, minority are infexp1_medium and BN_low",1.0
85,"Among all trans_high records, minority are infexp1_medium and BN_medium",1.0
86,"Among all trans_high records, minority are infexp1_medium and BN_high",1.0
87,"Among all trans_low records, minority are infexp1_high and BN_low",1.0
88,"Among all trans_low records, minority are infexp1_high and BN_medium",1.0
89,"Among all trans_low records, minority are infexp1_high and BN_high",1.0
90,"Among all trans_medium records, minority are infexp1_high and BN_low",1.0
91,"Among all trans_medium records, minority are infexp1_high and BN_medium",1.0
92,"Among all trans_medium records, minority are infexp1_high and BN_high",1.0
93,"Among all trans_high records, minority are infexp1_high and BN_low",1.0
94,"Among all trans_high records, minority are infexp1_high and BN_medium",1.0
95,"Among all trans_high records, minority are infexp1_high and BN_high",1.0
96,,0.0
97,,0.0
98,,0.0
99,,0.0
100,,0.0
101,,0.0
102,,0.0
103,,0.0
104,,0.0
105,,0.0
106,,0.0
107,,0.0
108,,0.0
109,,0.0
110,,0.0
111,,0.0
112,,0.0
113,,0.0
114,,0.0
115,,0.0
116,,0.0
117,,0.0
118,,0.0
119,,0.0
0,"Among all records, most are infexp2_low",0.10934030078687014
1,"Among all records, most are trans_low",0.24187631027253675
2,"Among all records, most are BN_low",0.20747310263792954
3,"Among all records, most are BN_low and infexp2_low",0.0
4,"Among all records, most are trans_low and infexp2_low",0.0
5,"Among all records, most are infexp2_medium",0.0
6,"Among all records, most are trans_medium",0.0
7,"Among all records, most are BN_medium",0.0
8,"Among all records, most are BN_medium and infexp2_medium",0.0
9,"Among all records, most are trans_medium and infexp2_medium",0.0
10,"Among all records, most are infexp2_high",0.5303789989997014
11,"Among all records, most are trans_high",0.15670859538784068
12,"Among all records, most are BN_high",0.16875757433655675
13,"Among all records, most are BN_high and infexp2_high",0.0
14,"Among all records, most are trans_high and infexp2_high",0.0
15,"Among all trans_low records, most are infexp2_low",0.2624221846453062
16,"Among all trans_low records, most are infexp2_medium",0.0
17,"Among all trans_low records, most are infexp2_high",0.3656742479287959
18,"Among all trans_low records, most are BN_low",0.23586108467044817
19,"Among all trans_low records, most are BN_medium",0.0
20,"Among all trans_low records, most are BN_high",0.18599939723366657
21,"Among all trans_medium records, most are infexp2_low",0.09878324527497749
22,"Among all trans_medium records, most are infexp2_medium",0.0
23,"Among all trans_medium records, most are infexp2_high",0.8196278478621087
24,"Among all trans_medium records, most are BN_low",0.2853114577033668
25,"Among all trans_medium records, most are BN_medium",0.0
26,"Among all trans_medium records, most are BN_high",0.10459256352791312
27,"Among all trans_high records, most are infexp2_low",0.013538856749074348
28,"Among all trans_high records, most are infexp2_medium",0.0
29,"Among all trans_high records, most are infexp2_high",0.5914668684051574
30,"Among all trans_high records, most are BN_low",0.1749934725514653
31,"Among all trans_high records, most are BN_medium",0.0
32,"Among all trans_high records, most are BN_high",0.17407589998675563
33,"Among all infexp2_low records, most are trans_low",0.41856800504356184
34,"Among all infexp2_low records, most are trans_medium",0.0
35,"Among all infexp2_low records, most are trans_high",0.05562641329990876
36,"Among all infexp2_low records, most are BN_low",0.2831005356025539
37,"Among all infexp2_low records, most are BN_medium",0.0
38,"Among all infexp2_low records, most are BN_high",0.2022765892565204
39,"Among all infexp2_medium records, most are trans_low",0.2958214580378757
40,"Among all infexp2_medium records, most are trans_medium",0.0
41,"Among all infexp2_medium records, most are trans_high",0.2440713002930273
42,"Among all infexp2_medium records, most are BN_low",0.025960309286013897
43,"Among all infexp2_medium records, most are BN_medium",0.06551678801375985
44,"Among all infexp2_medium records, most are BN_high",0.5291882122437999
45,"Among all infexp2_high records, most are trans_low",0.11428382327907856
46,"Among all infexp2_high records, most are trans_medium",0.0
47,"Among all infexp2_high records, most are trans_high",0.1999683616813597
48,"Among all infexp2_high records, most are BN_low",0.2595071890997741
49,"Among all infexp2_high records, most are BN_medium",0.0
50,"Among all infexp2_high records, most are BN_high",0.10183173471725608
51,"Among all BN_low records, most are trans_low",0.2712843080501469
52,"Among all BN_low records, most are trans_medium",0.0
53,"Among all BN_low records, most are trans_high",0.12595101097812908
54,"Among all BN_low records, most are infexp2_low",0.17721656886427756
55,"Among all BN_low records, most are infexp2_medium",0.0
56,"Among all BN_low records, most are infexp2_high",0.5999614774571398
57,"Among all BN_medium records, most are trans_low",0.18178583156296976
58,"Among all BN_medium records, most are trans_medium",0.0
59,"Among all BN_medium records, most are trans_high",0.20018201092922797
60,"Among all BN_medium records, most are infexp2_low",0.05817396008388224
61,"Among all BN_medium records, most are infexp2_medium",0.0
62,"Among all BN_medium records, most are infexp2_high",0.6928881602341249
63,"Among all BN_high records, most are trans_low",0.2604903126549466
64,"Among all BN_high records, most are trans_medium",0.0
65,"Among all BN_high records, most are trans_high",0.16195717424564118
66,"Among all BN_high records, most are infexp2_low",0.1406915964583108
67,"Among all BN_high records, most are infexp2_medium",0.0
68,"Among all BN_high records, most are infexp2_high",0.4371112622946707
69,"Among all trans_low records, most are infexp2_low and BN_low",0.0
70,"Among all trans_low records, most are infexp2_low and BN_medium",0.0
71,"Among all trans_low records, most are infexp2_low and BN_high",0.0
72,"Among all trans_medium records, most are infexp2_low and BN_low",0.0
73,"Among all trans_medium records, most are infexp2_low and BN_medium",0.0
74,"Among all trans_medium records, most are infexp2_low and BN_high",0.0
75,"Among all trans_high records, most are infexp2_low and BN_low",0.0
76,"Among all trans_high records, most are infexp2_low and BN_medium",0.0
77,"Among all trans_high records, most are infexp2_low and BN_high",0.0
78,"Among all trans_low records, most are infexp2_medium and BN_low",0.0
79,"Among all trans_low records, most are infexp2_medium and BN_medium",0.0
80,"Among all trans_low records, most are infexp2_medium and BN_high",0.0
81,"Among all trans_medium records, most are infexp2_medium and BN_low",0.0
82,"Among all trans_medium records, most are infexp2_medium and BN_medium",0.0
83,"Among all trans_medium records, most are infexp2_medium and BN_high",0.0
84,"Among all trans_high records, most are infexp2_medium and BN_low",0.0
85,"Among all trans_high records, most are infexp2_medium and BN_medium",0.0
86,"Among all trans_high records, most are infexp2_medium and BN_high",0.0
87,"Among all trans_low records, most are infexp2_high and BN_low",0.0
88,"Among all trans_low records, most are infexp2_high and BN_medium",0.0
89,"Among all trans_low records, most are infexp2_high and BN_high",0.0
90,"Among all trans_medium records, most are infexp2_high and BN_low",0.0
91,"Among all trans_medium records, most are infexp2_high and BN_medium",0.0
92,"Among all trans_medium records, most are infexp2_high and BN_high",0.0
93,"Among all trans_high records, most are infexp2_high and BN_low",0.0
94,"Among all trans_high records, most are infexp2_high and BN_medium",0.0
95,"Among all trans_high records, most are infexp2_high and BN_high",0.0
96,,0.0
97,,0.0
98,,0.0
99,,0.0
100,,0.0
101,,0.0
102,,0.0
103,,0.0
104,,0.0
105,,0.0
106,,0.0
107,,0.0
108,,0.0
109,,0.0
110,,0.0
111,,0.0
112,,0.0
113,,0.0
114,,0.0
115,,0.0
116,,0.0
117,,0.0
118,,0.0
119,,0.0
0,"Among all records, minority are infexp2_low",0.7813193984262597
1,"Among all records, minority are trans_low",0.5162473794549266
2,"Among all records, minority are BN_low",0.585053794724141
3,"Among all records, minority are BN_low and infexp2_low",1.0
4,"Among all records, minority are trans_low and infexp2_low",1.0
5,"Among all records, minority are infexp2_medium",1.0
6,"Among all records, minority are trans_medium",1.0
7,"Among all records, minority are BN_medium",1.0
8,"Among all records, minority are BN_medium and infexp2_medium",1.0
9,"Among all records, minority are trans_medium and infexp2_medium",1.0
10,"Among all records, minority are infexp2_high",0.0
11,"Among all records, minority are trans_high",0.6865828092243187
12,"Among all records, minority are BN_high",0.6624848513268866
13,"Among all records, minority are BN_high and infexp2_high",1.0
14,"Among all records, minority are trans_high and infexp2_high",1.0
15,"Among all trans_low records, minority are infexp2_low",0.47515563070938766
16,"Among all trans_low records, minority are infexp2_medium",1.0
17,"Among all trans_low records, minority are infexp2_high",0.2686515041424084
18,"Among all trans_low records, minority are BN_low",0.5282778306591038
19,"Among all trans_low records, minority are BN_medium",1.0
20,"Among all trans_low records, minority are BN_high",0.6280012055326669
21,"Among all trans_medium records, minority are infexp2_low",0.802433509450045
22,"Among all trans_medium records, minority are infexp2_medium",1.0
23,"Among all trans_medium records, minority are infexp2_high",0.0
24,"Among all trans_medium records, minority are BN_low",0.4293770845932665
25,"Among all trans_medium records, minority are BN_medium",1.0
26,"Among all trans_medium records, minority are BN_high",0.7908148729441737
27,"Among all trans_high records, minority are infexp2_low",0.9729222865018513
28,"Among all trans_high records, minority are infexp2_medium",1.0
29,"Among all trans_high records, minority are infexp2_high",0.0
30,"Among all trans_high records, minority are BN_low",0.6500130548970695
31,"Among all trans_high records, minority are BN_medium",1.0
32,"Among all trans_high records, minority are BN_high",0.6518482000264889
33,"Among all infexp2_low records, minority are trans_low",0.16286398991287643
34,"Among all infexp2_low records, minority are trans_medium",1.0
35,"Among all infexp2_low records, minority are trans_high",0.8887471734001825
36,"Among all infexp2_low records, minority are BN_low",0.43379892879489235
37,"Among all infexp2_low records, minority are BN_medium",1.0
38,"Among all infexp2_low records, minority are BN_high",0.5954468214869593
39,"Among all infexp2_medium records, minority are trans_low",0.4083570839242487
40,"Among all infexp2_medium records, minority are trans_medium",1.0
41,"Among all infexp2_medium records, minority are trans_high",0.5118573994139455
42,"Among all infexp2_medium records, minority are BN_low",0.9480793814279722
43,"Among all infexp2_medium records, minority are BN_medium",0.8689664239724804
44,"Among all infexp2_medium records, minority are BN_high",0.0
45,"Among all infexp2_high records, minority are trans_low",0.7714323534418429
46,"Among all infexp2_high records, minority are trans_medium",1.0
47,"Among all infexp2_high records, minority are trans_high",0.6000632766372807
48,"Among all infexp2_high records, minority are BN_low",0.48098562180045185
49,"Among all infexp2_high records, minority are BN_medium",1.0
50,"Among all infexp2_high records, minority are BN_high",0.7963365305654879
51,"Among all BN_low records, minority are trans_low",0.4574313838997063
52,"Among all BN_low records, minority are trans_medium",1.0
53,"Among all BN_low records, minority are trans_high",0.7480979780437418
54,"Among all BN_low records, minority are infexp2_low",0.645566862271445
55,"Among all BN_low records, minority are infexp2_medium",1.0
56,"Among all BN_low records, minority are infexp2_high",0.0
57,"Among all BN_medium records, minority are trans_low",0.6364283368740606
58,"Among all BN_medium records, minority are trans_medium",1.0
59,"Among all BN_medium records, minority are trans_high",0.5996359781415441
60,"Among all BN_medium records, minority are infexp2_low",0.8836520798322356
61,"Among all BN_medium records, minority are infexp2_medium",1.0
62,"Among all BN_medium records, minority are infexp2_high",0.0
63,"Among all BN_high records, minority are trans_low",0.47901937469010697
64,"Among all BN_high records, minority are trans_medium",1.0
65,"Among all BN_high records, minority are trans_high",0.6760856515087177
66,"Among all BN_high records, minority are infexp2_low",0.7186168070833785
67,"Among all BN_high records, minority are infexp2_medium",1.0
68,"Among all BN_high records, minority are infexp2_high",0.12577747541065887
69,"Among all trans_low records, minority are infexp2_low and BN_low",1.0
70,"Among all trans_low records, minority are infexp2_low and BN_medium",1.0
71,"Among all trans_low records, minority are infexp2_low and BN_high",1.0
72,"Among all trans_medium records, minority are infexp2_low and BN_low",1.0
73,"Among all trans_medium records, minority are infexp2_low and BN_medium",1.0
74,"Among all trans_medium records, minority are infexp2_low and BN_high",1.0
75,"Among all trans_high records, minority are infexp2_low and BN_low",1.0
76,"Among all trans_high records, minority are infexp2_low and BN_medium",1.0
77,"Among all trans_high records, minority are infexp2_low and BN_high",1.0
78,"Among all trans_low records, minority are infexp2_medium and BN_low",1.0
79,"Among all trans_low records, minority are infexp2_medium and BN_medium",1.0
80,"Among all trans_low records, minority are infexp2_medium and BN_high",1.0
81,"Among all trans_medium records, minority are infexp2_medium and BN_low",1.0
82,"Among all trans_medium records, minority are infexp2_medium and BN_medium",1.0
83,"Among all trans_medium records, minority are infexp2_medium and BN_high",1.0
84,"Among all trans_high records, minority are infexp2_medium and BN_low",1.0
85,"Among all trans_high records, minority are infexp2_medium and BN_medium",1.0
86,"Among all trans_high records, minority are infexp2_medium and BN_high",1.0
87,"Among all trans_low records, minority are infexp2_high and BN_low",1.0
88,"Among all trans_low records, minority are infexp2_high and BN_medium",1.0
89,"Among all trans_low records, minority are infexp2_high and BN_high",1.0
90,"Among all trans_medium records, minority are infexp2_high and BN_low",1.0
91,"Among all trans_medium records, minority are infexp2_high and BN_medium",1.0
92,"Among all trans_medium records, minority are infexp2_high and BN_high",1.0
93,"Among all trans_high records, minority are infexp2_high and BN_low",1.0
94,"Among all trans_high records, minority are infexp2_high and BN_medium",1.0
95,"Among all trans_high records, minority are infexp2_high and BN_high",1.0
96,,0.0
97,,0.0
98,,0.0
99,,0.0
100,,0.0
101,,0.0
102,,0.0
103,,0.0
104,,0.0
105,,0.0
106,,0.0
107,,0.0
108,,0.0
109,,0.0
110,,0.0
111,,0.0
112,,0.0
113,,0.0
114,,0.0
115,,0.0
116,,0.0
117,,0.0
118,,0.0
119,,0.0
